N,P,K,temperature,humidity,ph,rainfall,label
63.98569355926108,46.576205149787064,40.962365053695194,25.543316502176246,85.55807439044445,5.937678954081066,178.6354331705751,rice
99.16515232847763,51.323140119795916,34.01210770754757,28.653455926567567,82.57837317146429,7.089648592031914,242.70073925640435,rice
110.91121887322981,65.55340842443204,38.00828681216741,26.914712852863065,85.22687974792574,7.184315778766174,201.40306157679584,rice
90.29077189997659,58.58424486849588,25.930084108615084,20.450224462002673,71.8038391111995,6.365296582777721,268.7016902318385,rice
102.53535578144042,48.74094780419775,53.02892436457034,19.859695625355325,73.48308780322422,6.47222615055169,255.3626179575723,rice
79.5095787785886,27.325578999601234,39.287039683897696,20.08659149848544,85.3483627441502,6.683299123048424,202.4048085469058,rice
72.2919962399496,37.40786478111048,39.498567221814625,26.865426961503715,77.07136976832228,6.752023257758922,218.78969526510235,rice
68.10690751606484,46.929696400454425,31.718061420645007,22.339052083958453,76.01061053705575,7.482362566458194,241.41054207886916,rice
69.50411738011121,50.13979910734222,39.10137560247336,23.33709120140033,85.07083350021712,6.878753855023652,218.7799540955789,rice
71.3627263903298,45.24948302848356,21.58463068211532,19.454426813404343,88.83437133722262,7.322483856750642,230.03855841774487,rice
88.6483544458365,51.112501545435364,64.63104646764191,27.35872473430373,81.36041204259617,6.022229779699787,175.7421471896971,rice
83.05195453800835,40.436492547156966,28.621970323218605,22.060281347272422,76.59225998192802,7.343570817536282,275.26559027797805,rice
79.88041038025074,62.79944138890026,40.61894646118095,21.41614739601521,89.61562038634828,6.7694550218423295,198.51015382694175,rice
77.14491982874588,39.24381746615243,28.93760215228531,26.778532642594925,91.54708320235065,5.800716213090429,262.51876946762286,rice
70.24036146317259,43.12874616235304,35.26084860608905,21.40802769096055,82.24260813972414,6.084524941794481,250.81827303119354,rice
79.24642835826295,45.6105195313359,32.739490703667215,22.269686008295,85.77695612912878,6.750458593812191,200.89779020805796,rice
81.48998458143839,55.51387123371789,26.644757751029026,25.630080577139804,78.68688120527077,6.78529933429658,209.46963373829934,rice
52.92676849003222,31.724575621168373,40.38467957329106,24.779167505164445,77.47841687447796,6.819296229388687,173.5391975092416,rice
79.00880302029024,35.889838002375434,34.785311137582724,24.142196013949242,77.69793317358024,6.307722227885088,280.2517123685776,rice
71.34662195715276,56.35692112065142,30.962345162739055,25.589412533745847,89.2078431032895,5.264177749936355,208.12418978118092,rice
88.6560819077081,45.96954613957007,42.96916698697047,22.18804443985254,82.4329489373645,6.42216138230396,286.7112824663923,rice
83.8163126495182,51.37602662075202,36.70498427102026,22.53718132778252,79.8372090609019,6.6972260711891485,223.16062076718947,rice
84.34662285344619,68.75400798645438,46.96899762745354,23.021929403496475,88.00606961081972,6.295962313489224,158.47501859288585,rice
64.87870533623894,29.292080789741444,37.18789212766953,24.055255137568654,90.38218656137641,6.663463686882081,231.23597884764544,rice
92.44108371775233,25.88864690992115,41.884916464868525,26.3125955816609,74.60706877110078,7.0718770216034645,253.53985629977657,rice
73.77068129148797,54.32781866106285,58.16554286243517,24.545598765175484,83.24110293150169,6.270319550229878,206.00622522140833,rice
92.45503724816368,39.43916174091133,40.57252989775514,22.56702765970465,84.39489912873196,6.666831052643474,281.501597770316,rice
72.3497540171788,45.30125064706629,32.169890273741544,22.667120219771665,83.88650246522425,6.878494308322676,203.113387032895,rice
93.0440888015849,61.55637858804951,43.307479225789606,29.630387437674198,78.13105400448214,5.877672648344292,168.85119004382886,rice
102.44066467233775,54.54365656354058,39.55532263271636,24.83990587895946,76.37255476350812,7.722875989808413,245.1688472790091,rice
81.64092191907339,55.25766623898692,43.84807385389371,24.671652072837393,78.04762772277344,6.735734178567998,315.2809798590014,rice
100.18130069232467,63.93186626639397,35.91027458855052,21.031185539224257,81.37106539950176,6.527862456144347,283.76766073883795,rice
54.613030554277714,63.29550319460614,38.735936811368084,22.71935679015774,76.93947812369916,5.6725716640671155,272.92682335847655,rice
81.09976950782605,35.10039100258946,29.639369823491073,22.992645902129617,90.34510762644696,6.370204324318197,179.87428187527576,rice
76.31385403871083,45.27276430252329,18.424906856467427,23.837115400446564,80.84532734895662,6.848103182406709,313.9582437978138,rice
96.89847544321637,45.31111309445169,31.147792730066637,31.72007940974958,82.29609217007244,6.506964645956473,239.03499651559986,rice
82.97127141151782,46.556395880760576,35.41070394495811,22.359423176278824,81.83623364892001,6.228287614433118,211.48616869291342,rice
81.59645341537845,45.450227825791444,52.03194390866151,16.047090574820963,87.45753425961232,7.123042596248815,157.064390703674,rice
74.85968608879477,44.28559134004209,28.73990644225743,21.666549937227373,76.44712077267086,7.376135221711811,277.42713572589844,rice
99.07332642491238,55.21672064043235,30.967585830262166,22.42643920116068,84.4468728061396,5.888936095554027,268.5199372068955,rice
76.39511902762797,44.251791924504026,45.68767974562793,25.33278993445812,80.1951691709046,7.079664901682124,196.7574668960041,rice
89.23903410416395,53.93101257968384,37.523628485488075,24.978399066726354,75.74443211807349,6.962013509603451,232.60391454228045,rice
71.72732375377153,56.392073806695116,16.478281547286205,18.77461611090932,52.54696661180877,6.442403980538256,59.39141295007434,maize
99.05753018381237,31.344564736930224,28.48228184145019,23.633052401607856,64.22629510503685,5.98203236527642,92.98272228704141,maize
77.54838357090182,56.82641505613217,20.571138243310198,23.450905284385634,62.09110230228915,6.177221750511573,91.15603537784118,maize
57.477979288120494,37.214516623154296,23.716320470113576,23.512596314383824,63.528133309178564,6.207373573226158,91.95163410723342,maize
71.52288383628766,41.7735621967815,20.979226275488408,20.064881667154904,68.26602204571577,5.518966558304864,105.58311274651288,maize
83.67116978895652,50.048237874511,24.91345491972757,27.99642333338773,73.11496052014505,5.463650307467342,59.40846066528597,maize
70.50217706765186,48.20872840168667,22.588295102345615,20.822768560539604,66.49413411581662,5.897846827058671,72.76964394016103,maize
61.120066837821334,40.61413403111277,13.241576971918331,20.072380241068004,73.42913437286272,5.820240444467223,137.64764129674782,maize
83.91981481057067,49.47868898955899,15.708211099093933,25.100929638226972,60.39489739009781,6.2488039258581445,136.2016907653759,maize
76.8472812033042,57.194186610285406,16.48411787437056,22.895034528509115,79.16640508508408,5.949213176884893,121.24897115993858,maize
86.4930232254657,43.50026579284586,23.162038695277605,25.91766334888019,69.97447969773756,5.571910112043818,70.45725648350263,maize
75.02977637338195,47.40453256719963,23.103360487753392,23.533103002799763,54.31724513031919,6.3520791404023855,97.21171490567646,maize
84.71748537517247,56.64624580443697,24.16961077274452,24.37754023768531,64.43867430833082,5.535615626593604,93.59236438265171,maize
80.49225224595733,50.17263069756299,13.616257120898453,19.756830378775213,73.42522282666323,6.1841779384573385,98.63001394745248,maize
78.33982051356553,48.238049115965964,24.691419029879988,21.45186581534788,65.76896621552787,6.015089884517983,76.31007545135368,maize
74.28993451837633,49.7770701730697,17.606256891682612,26.767268376720562,57.843141582243966,6.125251342335456,76.2053788345165,maize
95.3637346122448,49.5724382120926,25.159222697343175,18.543318880889082,67.13640212695407,6.555852318249375,86.64567978550848,maize
90.78576450078421,43.861692399197025,27.0467372009279,29.89669437085775,62.09729151648273,6.021798991439692,114.06768954235402,maize
96.95486574876855,43.81711978277385,17.899065914520712,22.154646173418477,54.24439591172578,5.8325392214063205,64.91718466495864,maize
68.78642921875046,47.72252090090575,21.171073662682602,27.65150147844223,57.01316767408967,6.593728959390634,80.72022311548982,maize
77.4064354841708,53.39855593733283,14.386389892188507,24.147229238552153,66.33161766570444,6.39698050560326,90.78337287815636,maize
107.46360167893073,42.89808012598947,17.345015224990913,21.13057842072571,60.55618304671796,5.9450451490773935,108.78033062215104,maize
95.04605097587826,43.43402965000419,15.838222134478857,24.414246669159212,60.58221564575223,6.453172727102205,89.058460417026,maize
59.81107062003322,60.38004161064049,28.97938836547761,21.16163392854684,61.898387520512124,6.314346156289962,91.6891357997405,maize
85.90253127207396,64.08163631013079,19.11526386252975,20.60510826638464,53.965446175883784,5.907627984023232,84.33746054252406,maize
99.53469436221346,43.85910960771063,21.118939758194493,22.950731311781745,74.50714618758467,7.210772970349449,74.38262454159359,maize
72.12672668978134,56.35328701655258,23.40945744813156,28.540121977208102,69.67142548260772,6.056283163685176,96.81309661384618,maize
91.3044429669949,54.56385744957891,22.53637015553649,26.200024068767462,74.35436472356538,6.752863596415011,97.97419775179286,maize
75.99458303619775,49.17370949146658,26.032544832541785,20.549192987038293,67.94938647098321,6.042664475069056,85.57489645869634,maize
93.34142235128758,49.528792544159224,20.232182740780743,18.920431577060242,70.97002852821777,6.458193672456431,128.2650944661092,maize
74.30666118056399,49.75320262131151,21.246918418553776,27.732359839290424,64.23763574090438,6.311608610308136,97.15793019433079,maize
80.2393094778763,44.42853108359577,20.97044996449154,26.220895249579314,56.78787760471152,6.253187869658751,70.99758370121654,maize
92.34055954709811,35.8145047617298,17.205390763642058,24.131635625193564,77.52419223387473,6.173699895570805,73.89600946613604,maize
100.57388483328708,36.415888796670046,9.005970216899591,24.32004335016,60.98356620517911,5.791506873147715,99.16712894598706,maize
80.92560856525438,43.487370954106176,13.598478006645529,25.617371984840435,70.20160942366928,6.160329654488247,121.93273992095331,maize
65.15898280408616,35.795798632602086,16.540459650593778,22.863241950933507,66.94671559458153,6.103505576857469,92.04110793028593,maize
62.981526909714674,59.55011683258608,19.589244108037157,26.351887494764384,67.74180277102164,6.382701287661514,96.39534560464408,maize
83.37250272020778,53.14178207894035,26.645762650662157,23.589563509104412,70.6720300607081,6.164105722285109,113.80234430898946,maize
69.88329237528876,62.40752346328652,19.799210246778284,18.707674693645856,66.02483531928631,5.927579337010048,101.81287097977449,maize
70.16851224837131,44.43053253428176,10.552296345272346,21.64308104225277,45.60896538696835,5.566438870605711,100.20829312288595,maize
87.42960190380998,51.40366049427972,15.165119284353935,22.85686593157406,64.97117968727545,5.736654124322983,115.067966035343,maize
88.52834748690806,46.23228660936269,20.134429194972654,23.625148423842656,48.666121052605675,6.101129046991762,71.36031504004403,maize
65.98055988126102,45.75119765691236,28.988432634247612,24.92252858380103,60.430568081737626,6.429033112542464,112.98710873172004,maize
89.09560419495322,48.47704295936139,16.76531611147213,25.09466994084077,68.147883083374,6.558077288011093,97.70343603363939,maize
90.59463258383202,43.718118307515454,26.586970328171628,23.5927988140772,81.60208698100212,5.924324872764173,119.71927606330499,maize
80.37492940155177,42.78865597108441,17.58057082972839,22.03895807541704,68.39332757121534,6.4091341952142,73.52599992122842,maize
77.7077448928682,65.13816286889491,28.637715850503557,24.308971009022095,65.3040278253456,6.248012530687305,97.27035945460833,maize
65.72648921761913,45.94098770061324,11.657079630612053,24.197669367815838,70.17756751762192,6.0067254150802505,116.47973526580066,maize
63.290812043971904,36.28500095832144,21.12225909279986,26.141294907836464,78.47142153166295,6.016446294852424,106.57361666862592,maize
77.53789836599151,46.61898160047344,24.41829968743336,24.95696863524026,52.388862744126,6.790616139890359,112.60182708294903,maize
70.49324758188564,51.16642826749927,22.470150931413695,23.782021297471722,60.59755876923664,5.931350652824779,84.48891858017109,maize
92.07274823111237,52.348801236755456,18.14692833956947,25.315096131945033,42.211659034959396,6.659506280148841,50.20572442443801,maize
73.65070870316241,39.04264084299085,13.526592621395471,26.482480362135558,61.25839038950487,6.338601552692286,84.06158842241632,maize
83.72448992667746,48.614575128482045,13.585038879057151,25.98880045834142,61.0499473347095,5.5773672405361,76.43769678068175,maize
96.00911748761173,54.80177393690794,18.256739327960705,21.952226887044713,62.42691959026094,7.030699193424336,92.63870904463107,maize
83.16049976629283,56.24226763225474,21.193945795132567,22.22287356253789,63.429201207320176,6.171359496234374,84.25555526980317,maize
86.73155452364375,48.415567086458395,23.663200386077897,22.757850259674253,65.62908152252872,5.400719726187157,103.32655349404963,maize
82.15786171077592,55.984080878877215,5.518723109031553,29.265124114342182,63.88328297475861,6.643273126695007,64.20188145748938,maize
85.35328686075084,39.57267549461075,16.881155196520975,28.74209406160036,63.474540793893226,6.28697314927189,102.40135461377508,maize
83.94818265567126,49.20335124114861,21.824805012331126,30.210246755714827,64.53904962373132,6.280439618685987,106.01308792015224,maize
91.2663111954958,57.496242444483045,23.19365111014592,19.57098526180855,78.06745225840876,5.741461842792525,91.05270930478066,maize
68.9486897997677,47.48689322725606,21.6438120515174,23.96407164635082,68.37536603388227,6.845484507623459,94.0706860302796,maize
75.07012037651222,55.71269734630686,25.947352444623203,19.31717655458902,69.77920055879886,6.4804690969243595,79.04872993280016,maize
94.50848175973942,46.79955530373979,20.627882267357712,22.48078452714839,65.12463238065175,5.761489965241919,56.198982348114114,maize
97.13406075869966,41.22430921345338,15.043038252718464,16.539829659188854,59.88830601848398,5.6707640826370005,117.84030320272738,maize
90.11780507211161,42.49479723857821,31.262179026721544,25.94529646097478,62.40134893193102,5.200237714050571,130.81885145181485,maize
61.32513039883685,34.836810024344864,25.112852160048202,30.319257219017818,76.07418254808414,6.425563648020944,96.89508683330573,maize
88.2409867053637,54.07142871829412,21.405957119846878,23.31260331185563,64.49925497680383,5.89841416445333,79.38649846266452,maize
57.684518229655374,47.213282985642,15.057044464245413,19.689232048352686,66.43915320922783,6.75680091453784,103.36633212004625,maize
59.15399275652187,40.0829749074373,24.70385593994108,20.052537819385073,63.202934800023804,6.420020839609821,65.6331109027273,maize
79.26450607375152,37.32779604065436,16.99316178024393,23.95934580242761,52.25605013174665,6.37618989518416,84.60724402146637,maize
84.62987945300577,49.79131307251729,26.82070214986922,23.375673507943723,61.564755670997975,6.248919001212914,95.86596058072776,maize
78.58632084390845,48.32473352963106,16.490041560966223,21.011297247347155,53.779157825602454,6.899830697274776,60.1227352921743,maize
69.68513762644912,42.25274187544642,24.474621884722207,22.115150965123917,74.98193658138987,5.930603750302453,90.57988324447604,maize
67.97583536088291,65.1611930221871,14.062007904852436,23.92946213068108,70.07021504745678,6.365519638980599,81.29424682244583,maize
76.44215160319888,48.35049177583288,19.264989991857558,25.89163735038473,82.68418401273081,5.977003285996867,57.603940408418445,maize
76.94061541978495,68.63767470123454,15.981627160151346,27.9173504163322,78.42160651261153,5.978564703316803,96.37966158370551,maize
97.54075947754245,44.966978072100105,18.982098199488192,21.254957258154068,56.88194615445707,5.940288981973597,60.52119466475487,maize
78.40900161911071,41.840214151530866,21.16892955895374,18.33231306138912,67.64704185771566,6.53341158464357,45.12528714857089,maize
82.48867883817087,57.82135193978634,13.951794906543974,28.017717160513108,68.35215207492836,5.917995257696637,83.88461844684588,maize
84.69992295026067,48.60804313129929,22.693779962231847,20.2379792207619,66.35488659228862,5.634514201238008,82.775478773026,maize
67.15310830242252,42.115760459281866,26.18046587605219,26.273930361782806,69.87310496725742,5.763074894130969,78.67183100610396,maize
92.5571723997502,49.13373530911924,31.596647699908473,24.179953518183115,66.53639293192025,6.076353414319,87.67081809564564,maize
76.17036196343348,53.664869413508725,24.78351158397292,20.642031618476153,54.35013637153777,5.4655178507586815,95.15982653825087,maize
64.75960072591351,30.776875256380137,21.942893022654822,30.47899855229837,64.95143270768085,6.535396309780657,86.6365871709513,maize
76.81332416170629,55.35261186390215,18.548627279056742,23.80217694221571,67.57358244956811,5.932763818542781,104.84084699073045,maize
75.90048291965509,41.95403872405724,22.682549217852017,20.304596054626888,65.22544925895302,6.196352401342319,106.71791131663156,maize
83.69637879455944,47.79978433003885,24.088831496001436,27.17062264705194,69.4624824508149,6.204141047937353,58.76327535299681,maize
65.21863604309553,45.55820236516266,16.952438989203586,22.439086091043663,65.45319939917685,6.411877101742692,83.59002443881818,maize
83.83801972591442,48.51579531848096,10.122667168230643,20.181993818543738,63.84729955422708,5.716122102863557,96.9985745999241,maize
96.36900998812436,57.750094813578535,18.93278564534896,27.472178410549855,66.1893396576169,6.065165611552785,72.7319467291812,maize
74.37036376214246,44.89458545167017,20.85208111187744,23.481721943149594,65.02436816122731,6.37477526789854,108.81292549572683,maize
89.39464962529588,36.12081625240077,7.230394325490225,25.80295973371782,54.06497041267663,6.110093839242927,61.59773947881281,maize
56.37623474903977,52.331701825638305,23.795775801513233,21.27046879781984,44.27166166284072,5.981502220699007,92.83608010805094,maize
60.25306117471045,49.46687935823324,19.923450754135022,24.737874498803265,65.95664294731323,5.810772423647378,108.93143003328983,maize
76.09764512367636,47.781563683920545,15.33366020463402,21.670153246425468,57.92157828778479,6.130821576030631,119.23416960284686,maize
61.537186284823726,35.09150881698607,27.355851637468042,22.372028968544402,59.64741809072067,6.615961874958431,72.88768920526272,maize
99.91211656256323,53.423406970714154,17.560442959271487,29.471924639796512,60.15428061597329,6.496838148803723,90.98585160812983,maize
93.62089547278558,60.49208957381482,20.160020745328833,20.73974638896145,68.67977714351294,5.928913852099158,125.26774495053246,maize
79.63842397299285,45.07742758950313,20.923401529324543,18.95862113141091,57.22708769191479,6.68016556317777,71.86211442057208,maize
29.5308901731806,74.43983303032743,91.85704154662997,21.1568599319952,21.980238429029082,6.697281964572216,58.67283999887235,chickpea
55.01333651955487,64.12784193389437,77.49166983544953,22.984582425547174,19.7811500470033,7.182355108832643,112.47503517351626,chickpea
33.564817696198574,79.13408153697485,80.57013124897084,19.80577683658977,24.64234213206266,7.203134302515849,88.07444118574449,chickpea
50.72507337309802,63.620567245485375,71.60790332660994,15.8655724179369,10.0,7.822482851976129,63.451874514174754,chickpea
37.78746376414228,64.67824040133296,83.07406697809101,21.44721163761789,21.302367441798726,6.766769024572425,77.49317429320382,chickpea
42.825799504882994,65.01570648579744,96.07345576019992,20.472924854914755,20.674388930249087,7.265152507466965,97.60210786227987,chickpea
41.81021558703707,52.43801662452984,83.99687951752642,17.045929318624513,14.356916591251217,7.234545607502037,98.57424607150453,chickpea
40.21271576736061,71.70599615118756,97.02214944635239,19.722259538465703,30.008415570901974,7.226203858252617,53.58855861266274,chickpea
47.53341621104533,72.57390061859333,92.89752754082745,21.019544053809874,16.307720080081133,6.510280705484254,76.86465114070963,chickpea
31.494795457907,61.03371860234333,85.88578404420609,24.00971351305422,18.973357649114906,6.521646775185927,86.66904002330212,chickpea
51.966314866456514,60.68260514816741,78.65982833327082,19.04406458418759,13.0755084345888,7.259312173537544,78.18577777088328,chickpea
44.195324439070276,57.3500938663748,75.62541699676589,21.167144073483314,15.135834239541165,7.690785540493362,74.00545721578096,chickpea
42.24684725751886,79.19108998247708,65.81634267066968,13.717573564057673,10.0,7.505033641370873,71.72212781161329,chickpea
65.58199285668252,61.22902881611134,81.84551303197037,23.626329857703627,27.030464440795615,7.8246014306545595,98.12549345889714,chickpea
50.240625258114626,75.1103233904142,87.78361076166638,17.346442851014398,12.909005582888465,6.998650217035619,77.44723066212607,chickpea
35.46771950672725,76.35664936948058,89.5530520857051,19.265220658875542,24.38765040527631,6.543324354346598,77.09510811080423,chickpea
32.831776793971954,45.60156059512328,79.17319314157301,18.63475747485015,24.567248716210656,7.252324673821911,64.63719763506192,chickpea
58.54092566334188,82.65240434630424,85.82097703468615,18.320547703450504,12.202803816382602,6.851117289571579,96.33122929556279,chickpea
58.84586305934609,86.51892233926627,75.11150578213726,15.641147700132967,17.70443123455602,6.292624253774859,84.84751571277172,chickpea
38.52397413701331,62.407561977581096,64.05296932733205,20.54080031970915,14.336495801690443,6.532033265715885,36.91606680077526,chickpea
39.724850949493636,89.26701916003694,96.6125921454787,17.628711230241183,13.988939698191096,7.18750970243001,65.02421841217563,chickpea
43.01791899819466,77.19296334061629,92.26933223884308,18.69953777056014,15.981631249115171,6.648806965297376,67.5967946894021,chickpea
37.73521108098473,72.40838608179413,89.13584626233249,16.590463147958964,24.46344284479761,6.8915505595829725,79.67949058477346,chickpea
32.527883208521764,38.9091168767247,88.8404539636105,21.2105316912773,15.593362214408932,7.026796286889949,87.73908826556149,chickpea
24.374541431134574,61.651367871844464,87.94264679621827,15.237131730492251,18.467789660833148,6.457367278150638,86.9964497365029,chickpea
39.643585177025166,48.618418209133885,91.64739354457171,16.796225269605852,12.948737814928094,7.080227678892377,97.22956024143073,chickpea
29.84178181021603,68.74015819817566,84.28816500330574,21.079316821789433,17.882207776386124,6.853188864366671,67.5861466902692,chickpea
40.86143883046375,55.13433185617272,50.78649516505393,20.309679412473002,21.519674205430977,6.054827025783265,64.85403942935093,chickpea
46.191542610051975,92.68994563654039,80.20793707675408,16.815991176312597,16.0855177944758,7.549950567659274,70.31053731313197,chickpea
32.00807993349746,62.20707773381561,70.46671391741287,19.368010947984388,25.123392292347802,7.129231709246412,76.21469746810568,chickpea
37.08188731084456,49.24171029564012,88.83109777147159,18.766488408961592,16.09760043204687,8.277243027137944,84.48129362548529,chickpea
32.48208949904816,62.88370884553348,91.48445709196756,19.339811231613293,10.0,7.367691573830081,69.97783871691509,chickpea
58.73297776217545,80.96057678857578,75.52678104341248,22.843049085205337,17.339277552637018,7.341109470048888,87.27099225941713,chickpea
31.536433450091266,60.27740201219046,90.29960817581161,17.995674003680378,14.981757683790017,6.617950968260259,86.35398598390192,chickpea
60.625249192431454,55.189605028948726,80.24219456672758,23.236661666246288,16.601793043771423,7.180948718499893,64.0640970777968,chickpea
